WKT,nama,deskripsi
"POLYGON ((110.3849264 -7.842894, 110.386128 -7.8430641, 110.3914495 -7.842894, 110.3923078 -7.8343911, 110.4000326 -7.8296295, 110.4048391 -7.8104121, 110.4007192 -7.7898333, 110.4048391 -7.7772474, 110.3899046 -7.7716346, 110.3751417 -7.766532, 110.3574606 -7.7667021, 110.3490492 -7.7789482, 110.3464742 -7.7925545, 110.3471609 -7.812623, 110.3502508 -7.8236773, 110.363812 -7.8279288, 110.3687902 -7.8323504, 110.377545 -7.8325205, 110.3826948 -7.8389827, 110.3849264 -7.842894))",Yogyakarta,
