WKT,nama,deskripsi
"POLYGON ((106.7889793 -6.3603121, 106.7957654 -6.3372057, 106.8095787 -6.3152705, 106.7786796 -6.3200478, 106.7724195 -6.3467599, 106.7634931 -6.3569963, 106.7195478 -6.3604084, 106.734654 -6.4327397, 106.7607465 -6.4436568, 106.7854657 -6.4450214, 106.8074384 -6.435469, 106.8211713 -6.4450214, 106.8403974 -6.4443391, 106.8754163 -6.4504798, 106.8980756 -6.4306928, 106.918675 -6.4122697, 106.9166954 -6.3637242, 106.9070823 -6.361677, 106.8967023 -6.374739, 106.8789299 -6.3664539, 106.8754966 -6.3528055, 106.8569572 -6.3555352, 106.8452039 -6.3399355, 106.8280378 -6.3631381, 106.7978253 -6.3631381, 106.7889793 -6.3603121))",Depok,
