WKT,nama,deskripsi
"POLYGON ((106.823535 -6.1715319, 106.823299 -6.1718733, 106.8230415 -6.1798519, 106.8239642 -6.1803212, 106.8309594 -6.1801078, 106.8310667 -6.1797025, 106.83038 -6.1788492, 106.8306161 -6.1783799, 106.8298651 -6.1777612, 106.8298436 -6.1738146, 106.8294359 -6.1732813, 106.8290282 -6.1729186, 106.8290926 -6.1716813, 106.823535 -6.1715319))",Monas,
