WKT,nama,deskripsi
"POLYGON ((106.7982689 -6.2146355, 106.7983548 -6.2204589, 106.803054 -6.2225707, 106.8048564 -6.2246825, 106.8088476 -6.2219948, 106.8083326 -6.2212695, 106.808354 -6.2157447, 106.8062083 -6.2155527, 106.8061868 -6.2127796, 106.7982689 -6.2146355))",Gelora Bung Karno,
