WKT,nama,deskripsi
"POLYGON ((106.816214 -6.3050496, 106.8161711 -6.3057321, 106.8168792 -6.3068198, 106.8166646 -6.3077582, 106.8159779 -6.3080355, 106.8158492 -6.3088033, 106.815699 -6.3098057, 106.8162354 -6.3106161, 106.8176087 -6.3103815, 106.8178448 -6.3147324, 106.8174156 -6.3149883, 106.8165358 -6.3152016, 106.8162784 -6.315948, 106.8171581 -6.3163106, 106.8179306 -6.316204, 106.8185314 -6.3164812, 106.8191537 -6.3167585, 106.8191108 -6.3172063, 106.8205699 -6.3174623, 106.8236169 -6.317377, 106.8237885 -6.3177182, 106.8247756 -6.3178248, 106.8257197 -6.3115332, 106.8259129 -6.3112346, 106.826621 -6.3113839, 106.8269643 -6.3086967, 106.8245396 -6.308462, 106.8246039 -6.3063933, 106.8231448 -6.3063293, 106.8226727 -6.3067132, 106.8205699 -6.3066065, 106.8204841 -6.3057961, 106.8191966 -6.3054548, 106.816214 -6.3050496))",Kebun Binatang Ragunan,
