WKT,nama,deskripsi
"POLYGON ((106.8810228 -6.2905392, 106.8845419 -6.3028243, 106.8884901 -6.3052983, 106.8965582 -6.3069192, 106.9015364 -6.3103316, 106.9163851 -6.3116966, 106.9236807 -6.3103316, 106.9234232 -6.3041892, 106.9233374 -6.2992411, 106.9202475 -6.2949755, 106.9142393 -6.2872973, 106.9125227 -6.285591, 106.9108919 -6.2857616, 106.9090895 -6.2842259, 106.8998198 -6.285591, 106.897674 -6.2893448, 106.8883185 -6.2907951, 106.8848852 -6.2913923, 106.8810228 -6.2905392))",Taman Mini Indonesia Indah,
