WKT,nama,deskripsi
"POLYGON ((106.8527131 -6.24208, 106.8539362 -6.2420161, 106.8533783 -6.2414401, 106.8530886 -6.2408962, 106.8529062 -6.2400963, 106.8529492 -6.2391684, 106.8532388 -6.2384539, 106.8535714 -6.237238, 106.8535929 -6.2363421, 106.8534641 -6.2355955, 106.853271 -6.234657, 106.8528204 -6.2348063, 106.852799 -6.2342304, 106.85252 -6.2334518, 106.8516832 -6.2335585, 106.8513398 -6.2334838, 106.8512862 -6.2330359, 106.8509107 -6.2328119, 106.8506425 -6.2334411, 106.8507068 -6.2340064, 106.8509429 -6.2345503, 106.8514578 -6.2348596, 106.8520908 -6.2352116, 106.8525307 -6.2356062, 106.8526702 -6.2362248, 106.8524985 -6.2370567, 106.8517046 -6.239819, 106.8527131 -6.24208))",Tebet Echo Park,
